scorer,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000,DLC_mobnet_100_CD1Feb12shuffle1_310000
bodyparts,Focinho,Focinho,Focinho,OrelhaE,OrelhaE,OrelhaE,OrelhaD,OrelhaD,OrelhaD,Rabo,Rabo,Rabo
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
60,111.31257629394531,87.12320709228516,0.999962568283081,114.10867309570312,126.22386932373047,0.9999550580978394,143.10226440429688,116.67652130126953,0.9999744892120361,163.83267211914062,262.62689208984375,0.999911904335022
61,109.62667846679688,80.64300537109375,0.9999352693557739,111.54104614257812,116.97705841064453,0.9999107122421265,137.52154541015625,108.40337371826172,0.9999315738677979,163.83267211914062,250.20594787597656,0.9998824596405029
62,103.4833755493164,74.6303482055664,0.9999645948410034,107.40213775634766,105.41250610351562,0.9998723268508911,132.4451446533203,96.45968627929688,0.9999748468399048,163.83267211914062,239.8758544921875,0.9998621940612793
63,97.70352172851562,71.55186462402344,0.9999651908874512,104.74288940429688,101.2380142211914,0.9999487400054932,128.88856506347656,89.25655364990234,0.9999701976776123,162.68214416503906,232.43280029296875,0.9998728036880493
64,90.12833404541016,68.03763580322266,0.9999682903289795,100.37216186523438,98.67597961425781,0.9999456405639648,125.7784423828125,86.38641357421875,0.9999817609786987,162.04232788085938,230.92396545410156,0.9998750686645508
65,85.5045394897461,65.97853088378906,0.9999798536300659,95.64466094970703,95.58898162841797,0.9995076656341553,117.79576873779297,82.95106506347656,0.9999709129333496,159.5736083984375,225.94886779785156,0.9998304843902588
66,82.3712387084961,61.32112121582031,0.9999407529830933,90.4171371459961,94.4779281616211,0.9998047947883606,115.55701446533203,81.61748504638672,0.9999704360961914,159.4651336669922,225.0259552001953,0.9998348951339722
67,80.60040283203125,55.813697814941406,0.9999734163284302,86.72148132324219,88.951416015625,0.9999749660491943,112.12065124511719,76.42589569091797,0.9999758005142212,158.19276428222656,220.76231384277344,0.9997461438179016
68,78.67017364501953,47.83114242553711,0.9999338388442993,84.97044372558594,80.8397216796875,0.9999527931213379,110.02305603027344,69.31206512451172,0.9999833106994629,153.72174072265625,214.96299743652344,0.9998418092727661
69,77.43766021728516,37.86861038208008,0.9999494552612305,82.94571685791016,71.29859924316406,0.9999028444290161,106.85992431640625,59.42393112182617,0.999901294708252,145.87448120117188,205.23228454589844,0.9998231530189514
70,74.73274230957031,26.156099319458008,0.9998389482498169,75.55960845947266,62.19791030883789,0.9996743202209473,100.64688873291016,49.32632827758789,0.9999483823776245,138.90611267089844,197.3866729736328,0.9998225569725037
71,68.91387176513672,13.878666877746582,0.9991728663444519,69.25144958496094,48.60451126098633,0.9999550580978394,93.9028091430664,36.20060348510742,0.9999741315841675,135.38577270507812,189.16534423828125,0.9998038411140442
72,63.004764556884766,13.878666877746582,0.9577910304069519,64.23222351074219,38.71099853515625,0.9996397495269775,88.78718566894531,28.72736930847168,0.9999221563339233,133.6879425048828,180.18064880371094,0.9998664855957031
73,52.88673782348633,13.878666877746582,0.9947605729103088,57.51178741455078,37.4972038269043,0.9998016953468323,80.3537368774414,22.143585205078125,0.9999351501464844,129.2296905517578,168.7156219482422,0.9997027516365051
74,27.25238609313965,12.610158920288086,0.999180257320404,47.05025100708008,36.87479019165039,0.9998778104782104,66.39305877685547,20.41299057006836,0.9999411106109619,127.27578735351562,153.99208068847656,0.9996107220649719
75,15.989958763122559,12.610158920288086,0.9973223805427551,41.47464370727539,36.75415802001953,0.9996833801269531,58.27342224121094,17.856525421142578,0.999549925327301,126.95707702636719,148.70394897460938,0.999895453453064
76,14.088098526000977,12.610158920288086,0.9941709637641907,39.7176399230957,35.48110580444336,0.9998677968978882,52.72014236450195,16.343366622924805,0.9992756247520447,125.49764251708984,145.40109252929688,0.9998658895492554
77,11.503009796142578,11.375340461730957,0.9788852334022522,36.35503387451172,33.63840866088867,0.9999428987503052,52.72014236450195,16.343366622924805,0.9994414448738098,124.99789428710938,144.88095092773438,0.9998358488082886
78,9.871749877929688,8.089166641235352,0.9436517357826233,34.54755783081055,33.63840866088867,0.9998631477355957,52.72014236450195,16.200016021728516,0.9990211725234985,124.50940704345703,143.01564025878906,0.9996942281723022
79,9.871749877929688,4.295828819274902,0.5734716653823853,34.54755783081055,33.63840866088867,0.9998074173927307,52.8836669921875,16.343366622924805,0.999492883682251,121.33454895019531,143.01564025878906,0.9997721314430237
80,11.503009796142578,3.966944694519043,0.5555515289306641,34.54755783081055,33.64040756225586,0.9998010993003845,53.209388732910156,16.86880111694336,0.9997528195381165,115.11798858642578,143.01564025878906,0.9998574256896973
81,11.579584121704102,3.482111930847168,0.7460159659385681,35.018367767333984,36.00126647949219,0.9998598098754883,56.42406463623047,17.137351989746094,0.99989914894104,110.3925552368164,145.78411865234375,0.999797523021698
82,15.037381172180176,1.4177522659301758,0.8485369086265564,37.288631439208984,37.60261535644531,0.9999107122421265,59.506614685058594,19.963682174682617,0.9999661445617676,108.41173553466797,147.83555603027344,0.9998611211776733
83,17.67949676513672,1.240128517150879,0.8240600824356079,38.5416145324707,40.15898132324219,0.9998779296875,61.63688659667969,21.961647033691406,0.9999551773071289,107.13235473632812,147.9447479248047,0.9998669624328613
84,25.067655563354492,0.9782929420471191,0.6578401327133179,38.54248809814453,41.030181884765625,0.9999039173126221,65.1522216796875,24.10980224609375,0.999894380569458,106.06415557861328,148.32369995117188,0.9998584985733032
85,38.29721450805664,0.9730753898620605,0.6209256052970886,43.730899810791016,42.392372131347656,0.99985671043396,73.44424438476562,32.515316009521484,0.9999750852584839,106.02957153320312,148.38424682617188,0.9998655319213867
86,46.0711555480957,0.9730753898620605,0.5279368162155151,46.4644889831543,43.680152893066406,0.9998252987861633,73.71778106689453,33.42611312866211,0.9999837875366211,105.32244110107422,149.26333618164062,0.9998353719711304
87,48.75318908691406,0.9730753898620605,0.41954123973846436,47.979270935058594,44.004127502441406,0.9998844861984253,75.3108139038086,33.66210174560547,0.9999862909317017,105.26200866699219,149.3424530029297,0.9998109936714172
88,53.44858932495117,0.9782929420471191,0.6724268198013306,50.01898193359375,43.680152893066406,0.9999388456344604,78.51060485839844,36.78806686401367,0.9999808073043823,104.5862808227539,150.13186645507812,0.9998032450675964
89,63.19214630126953,2.808224678039551,0.7859437465667725,52.018367767333984,42.392372131347656,0.9999799728393555,82.56298828125,40.84355926513672,0.9999641180038452,104.28412628173828,150.70458984375,0.9997578263282776
90,78.82642364501953,3.064286231994629,0.9967862367630005,61.08638000488281,38.08712387084961,0.9992159605026245,91.36365509033203,42.89728927612305,0.999824583530426,103.81420135498047,152.38818359375,0.9997695088386536
91,95.83184814453125,18.6002197265625,0.9998794794082642,68.7533187866211,35.66890335083008,0.9999499320983887,94.75892639160156,45.20376968383789,0.9995606541633606,103.54733276367188,154.47543334960938,0.9998294115066528
92,105.42343139648438,22.88060188293457,0.9997199177742004,78.13031768798828,34.65500259399414,0.9998430013656616,101.56803131103516,48.52653121948242,0.9992766976356506,103.32546997070312,157.01092529296875,0.9997794032096863
93,116.59038543701172,24.382869720458984,0.9999521970748901,86.01870727539062,34.232330322265625,0.9999086856842041,106.32694244384766,50.19460678100586,0.9995323419570923,101.59220886230469,158.4210205078125,0.9998100399971008
94,133.61328125,26.20814323425293,0.9999756813049316,95.59539031982422,31.782115936279297,0.999255359172821,118.8028335571289,50.19460678100586,0.9999512434005737,100.16566467285156,158.4210205078125,0.9998179078102112
95,149.41038513183594,26.686582565307617,0.9999501705169678,108.62405395507812,29.79828453063965,0.9995332956314087,128.24771118164062,50.996604919433594,0.9997506737709045,99.43150329589844,158.4210205078125,0.9998364448547363
96,167.33139038085938,26.686582565307617,0.9999053478240967,121.67516326904297,26.01740837097168,0.9981666803359985,142.47454833984375,50.996604919433594,0.9998824596405029,99.43150329589844,153.80455017089844,0.9998687505722046
97,182.2325897216797,26.686582565307617,0.9999783039093018,139.18174743652344,21.902469635009766,0.9997619986534119,155.78131103515625,49.50810623168945,0.9999374151229858,99.43150329589844,151.22035217285156,0.9998432397842407
98,195.95108032226562,21.509878158569336,0.9999903440475464,153.27420043945312,17.506498336791992,0.9996403455734253,168.92051696777344,48.75984191894531,0.9998375177383423,101.08064270019531,145.891845703125,0.9998955726623535
99,206.69044494628906,9.777067184448242,0.9998384714126587,167.68069458007812,15.121587753295898,0.9993150234222412,182.26287841796875,43.529964447021484,0.999897837638855,102.1912841796875,137.8820343017578,0.9999125003814697
100,215.30099487304688,0.9101047515869141,0.9965909719467163,179.4887237548828,10.698433876037598,0.9996867179870605,193.4839630126953,36.776161193847656,0.9999300241470337,102.1912841796875,127.93943786621094,0.9997312426567078
101,225.43614196777344,-0.17474985122680664,0.8659582138061523,188.3837432861328,5.963291168212891,0.9960957169532776,203.78887939453125,31.408296585083008,0.9999181032180786,103.4062271118164,116.61873626708984,0.9999154806137085
102,235.48670959472656,-1.048408031463623,0.5523487329483032,198.7532196044922,5.754846096038818,0.9986110925674438,214.4496307373047,31.13332748413086,0.9996691942214966,103.63317108154297,107.30365753173828,0.9999233484268188
103,240.1055908203125,-1.048408031463623,0.6952543258666992,204.95068359375,3.2794694900512695,0.9861834049224854,220.31338500976562,27.522031784057617,0.9997077584266663,103.63317108154297,94.57917785644531,0.9998533725738525
104,252.86831665039062,-1.048408031463623,0.2127687931060791,217.93846130371094,2.149718999862671,0.7114709615707397,229.76821899414062,25.71358871459961,0.9997413754463196,105.22018432617188,87.71984100341797,0.9997444748878479
105,260.6512756347656,0.34548473358154297,0.7482041120529175,225.36708068847656,2.149718999862671,0.795897901058197,237.1873779296875,25.71358871459961,0.9996833801269531,109.26887512207031,83.43427276611328,0.9998608827590942
106,277.9491882324219,7.200692176818848,0.99989914894104,233.7841033935547,2.149718999862671,0.5808932781219482,241.46144104003906,25.71358871459961,0.9999094009399414,118.0760726928711,80.78610229492188,0.9998146891593933
107,290.5283203125,23.08263397216797,0.9999891519546509,249.5398712158203,4.190337181091309,0.7974801063537598,248.4068145751953,28.25274658203125,0.9997896552085876,131.4458465576172,72.4282455444336,0.9998272061347961
108,299.2663269042969,32.3881950378418,0.9999734163284302,265.20123291015625,5.579577445983887,0.9954826831817627,262.310302734375,36.36900329589844,0.9999572038650513,142.22340393066406,68.31966400146484,0.9999184608459473
109,303.7512512207031,43.40895462036133,0.9999896287918091,275.9648742675781,9.312262535095215,0.998994767665863,271.66156005859375,42.377010345458984,0.9994630217552185,149.68658447265625,64.21963500976562,0.99983811378479
110,305.79534912109375,54.038116455078125,0.9999916553497314,282.0892333984375,12.796487808227539,0.9987032413482666,274.4129638671875,45.52320098876953,0.9993687272071838,153.73065185546875,58.842620849609375,0.9998175501823425
111,306.3207092285156,64.18707275390625,0.9999665021896362,286.02325439453125,25.354755401611328,0.9994296431541443,275.4581604003906,53.90410614013672,0.999448835849762,157.21083068847656,52.55885696411133,0.9998981952667236
112,306.3207092285156,70.80081176757812,0.9999935626983643,289.30340576171875,35.381526947021484,0.9992793202400208,279.6382751464844,59.726524353027344,0.998522937297821,158.49932861328125,45.266319274902344,0.9997981190681458
113,309.4110107421875,81.66641235351562,0.9999873638153076,294.51434326171875,44.96306610107422,0.9970884919166565,283.52630615234375,62.92375183105469,0.9753658771514893,160.65402221679688,40.485191345214844,0.9997465014457703
114,312.9695129394531,92.67989349365234,0.9999544620513916,297.6839294433594,53.04252624511719,0.9997531771659851,283.704833984375,77.02786254882812,0.9981537461280823,161.7967071533203,37.698177337646484,0.9998986721038818
115,322.4985656738281,103.0265121459961,0.9999909400939941,304.0350036621094,61.45201110839844,0.9989131689071655,288.4674072265625,86.39672088623047,0.9997065663337708,167.62721252441406,32.63170623779297,0.999903678894043
116,328.8055114746094,106.40933227539062,0.9999692440032959,312.88104248046875,67.94064331054688,0.9997153878211975,293.7980041503906,92.49842071533203,0.9997212290763855,174.68603515625,32.63170623779297,0.9998619556427002
117,337.15899658203125,111.09628295898438,0.9998770952224731,318.6387939453125,69.6225814819336,0.999862790107727,297.59478759765625,95.34735107421875,0.999524712562561,181.98468017578125,32.63170623779297,0.9999443292617798
118,345.2318420410156,114.3975601196289,0.9998332262039185,324.0447082519531,72.7997817993164,0.9999270439147949,304.3121337890625,97.24156951904297,0.9998112320899963,192.07431030273438,36.132347106933594,0.9999322891235352
119,351.7684326171875,119.50534057617188,0.9999473094940186,329.3748779296875,76.20647430419922,0.9994205236434937,306.9599914550781,101.49104309082031,0.9998958110809326,196.27072143554688,36.63089370727539,0.9999104738235474
120,357.2562255859375,119.73129272460938,0.9999872446060181,331.364013671875,77.77742004394531,0.9992861151695251,309.7930603027344,105.27759552001953,0.9998595714569092,200.1956787109375,36.63089370727539,0.9998899698257446
121,361.7951354980469,119.73129272460938,0.9999665021896362,334.6578674316406,79.84741973876953,0.9991994500160217,314.050537109375,107.60079193115234,0.9992874264717102,211.73948669433594,36.63089370727539,0.9999778270721436
122,368.8731384277344,119.73129272460938,0.9999711513519287,337.78875732421875,79.84741973876953,0.9992075562477112,317.891357421875,107.68521881103516,0.999121367931366,221.25767517089844,36.63089370727539,0.9999562501907349
123,374.6565246582031,118.34394073486328,0.9999899864196777,338.2054443359375,79.84741973876953,0.9996589422225952,321.22119140625,107.68521881103516,0.9993224143981934,229.81674194335938,36.63089370727539,0.9999701976776123
124,377.80157470703125,116.12101745605469,0.9999841451644897,342.8521423339844,78.71184539794922,0.9996892213821411,325.2996520996094,107.68521881103516,0.9998434782028198,235.1748046875,36.70119857788086,0.9999432563781738
