scorer,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000,DLC_resnet50_wtfJun20shuffle1_800000
bodyparts,Focinho,Focinho,Focinho,OrelhaE,OrelhaE,OrelhaE,OrelhaD,OrelhaD,OrelhaD,Centro,Centro,Centro,Rabo,Rabo,Rabo
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
705,759.5235595703125,243.07046508789062,0.9999921321868896,806.5692749023438,223.3775634765625,0.9999699592590332,772.660400390625,199.1222686767578,0.9999886751174927,819.49560546875,161.8711395263672,0.9999939203262329,851.1481323242188,116.28312683105469,0.3897557854652405
706,759.5235595703125,238.56912231445312,0.9999648332595825,806.1589965820312,223.3775634765625,0.9999876022338867,775.355224609375,198.9334259033203,0.9999915361404419,822.927734375,161.52755737304688,0.9999934434890747,866.3692626953125,160.02197265625,0.6026186943054199
707,757.070556640625,235.59307861328125,0.9999879598617554,805.1597900390625,223.3775634765625,0.9999823570251465,775.3740234375,196.64451599121094,0.9999861717224121,823.719970703125,159.68858337402344,0.9999359846115112,851.1481323242188,120.80644226074219,0.09718361496925354
708,753.8862915039062,234.6761932373047,0.9999666213989258,805.1594848632812,222.02011108398438,0.9999774694442749,775.3740234375,193.1098175048828,0.9999858140945435,823.719970703125,159.68858337402344,0.9998921155929565,867.7501220703125,162.4399871826172,0.8481919169425964
709,748.3881225585938,232.00595092773438,0.9999855756759644,803.4742431640625,221.45123291015625,0.9999822378158569,775.3740234375,188.9550018310547,0.9999830722808838,823.719970703125,159.2345428466797,0.9999785423278809,867.7501220703125,162.4399871826172,0.8761953115463257
710,741.51220703125,231.61170959472656,0.999994158744812,796.7923583984375,221.45123291015625,0.9998822212219238,769.7498779296875,188.4938507080078,0.999991774559021,820.9063720703125,159.2345428466797,0.9999845027923584,866.5878295898438,159.66761779785156,0.868661642074585
711,735.3145751953125,230.75979614257812,0.9999943971633911,791.1970825195312,221.45123291015625,0.9999257326126099,769.66552734375,187.56057739257812,0.9999878406524658,820.7449951171875,158.7815399169922,0.9999558925628662,866.1395874023438,159.66761779785156,0.8930251598358154
712,732.42138671875,230.75979614257812,0.9999945163726807,789.209228515625,221.84878540039062,0.999981164932251,768.6348876953125,187.56057739257812,0.9999790191650391,820.65380859375,160.69419860839844,0.9999898672103882,866.5878295898438,159.66761779785156,0.9407532215118408
713,731.4234008789062,230.75979614257812,0.9999940395355225,788.6655883789062,224.56887817382812,0.9999815225601196,767.5482177734375,187.56057739257812,0.9999767541885376,820.50341796875,161.6088104248047,0.9999470710754395,866.5878295898438,159.66761779785156,0.9931384921073914
714,731.4234008789062,232.934326171875,0.9999617338180542,788.6068115234375,229.16558837890625,0.9999874830245972,767.3629150390625,193.40396118164062,0.999988317489624,819.9667358398438,164.59500122070312,0.9999959468841553,866.5878295898438,160.1570281982422,0.47403979301452637
715,731.342529296875,234.89346313476562,0.9999653100967407,787.6708984375,230.9242706298828,0.9999479055404663,766.61767578125,193.40396118164062,0.9999960660934448,819.742919921875,165.0840301513672,0.9999885559082031,866.1395874023438,162.82955932617188,0.9218781590461731
716,731.342529296875,237.3291473388672,0.999954104423523,787.2167358398438,230.9479522705078,0.9999668598175049,766.61767578125,193.40396118164062,0.9999902248382568,816.7907104492188,166.2725372314453,0.9999806880950928,864.8384399414062,163.85684204101562,0.8664147853851318
717,731.342529296875,237.95094299316406,0.9999566078186035,786.9315795898438,231.390380859375,0.9999909400939941,766.61767578125,194.14596557617188,0.9999866485595703,814.9149780273438,169.56021118164062,0.9999427795410156,864.8361206054688,163.8600616455078,0.051531463861465454
718,731.342529296875,237.95094299316406,0.9999573230743408,786.8777465820312,231.390380859375,0.9999910593032837,766.551025390625,194.14596557617188,0.9999867677688599,814.8748779296875,169.57797241210938,0.9999425411224365,862.3637084960938,163.8600616455078,0.051627784967422485
719,725.4441528320312,237.95094299316406,0.9999867677688599,780.9412841796875,233.5855712890625,0.999855637550354,762.1821899414062,193.58978271484375,0.9999901056289673,814.8696899414062,170.35699462890625,0.9998418092727661,859.9700317382812,163.85684204101562,0.04113868623971939
720,715.5194091796875,233.35870361328125,0.9999735355377197,770.5369262695312,233.591552734375,0.9999732971191406,757.0693969726562,193.58978271484375,0.9999985694885254,809.2250366210938,175.4889373779297,0.9999489784240723,847.2887573242188,129.21563720703125,0.3863850235939026
721,706.958251953125,228.3582763671875,0.999998927116394,763.1309204101562,233.591552734375,0.9996771812438965,753.2103881835938,193.58978271484375,0.9999933242797852,807.8177490234375,177.32489013671875,0.9999747276306152,847.2887573242188,127.93498229980469,0.11766698211431503
722,696.9979858398438,222.4352264404297,0.9999673366546631,753.8179931640625,233.591552734375,0.9999219179153442,746.8404541015625,192.59422302246094,0.9999890327453613,805.5562744140625,177.77987670898438,0.9999880790710449,847.2887573242188,127.93498229980469,0.3351735472679138
723,690.2189331054688,221.46864318847656,0.9999916553497314,741.3118896484375,233.591552734375,0.9999887943267822,737.7239379882812,192.59422302246094,0.9999963045120239,803.145751953125,178.45310974121094,0.9999912977218628,847.7048950195312,129.21563720703125,0.6929162740707397
724,678.9671020507812,221.46864318847656,0.9999822378158569,732.783447265625,233.591552734375,0.9999666213989258,728.1702880859375,192.59422302246094,0.9999914169311523,796.0575561523438,181.96690368652344,0.9999834299087524,850.4469604492188,130.5481719970703,0.9985402822494507
725,671.4092407226562,221.46864318847656,0.9999850988388062,723.5280151367188,235.69940185546875,0.9999880790710449,718.6357421875,196.2440185546875,0.9999934434890747,793.883544921875,181.9828643798828,0.9999163150787354,850.4469604492188,133.64834594726562,0.9993371367454529
726,665.3641357421875,222.69677734375,0.9999836683273315,718.3248291015625,236.7995147705078,0.9999474287033081,714.3684692382812,197.0067138671875,0.9999951124191284,792.413330078125,182.91612243652344,0.9999486207962036,850.4469604492188,133.6560516357422,0.9980880618095398
727,661.2141723632812,222.69677734375,0.9999961853027344,710.2777099609375,236.875732421875,0.9999909400939941,705.9237060546875,199.17384338378906,0.9999974966049194,784.6050415039062,184.72607421875,0.9999282360076904,846.7060546875,135.9918975830078,0.9789581298828125
728,649.8136596679688,222.69677734375,0.999990701675415,697.5077514648438,237.67959594726562,0.9999281167984009,695.2764282226562,200.55062866210938,0.9999890327453613,778.709228515625,186.2602996826172,0.9996230602264404,843.0288696289062,136.31866455078125,0.998789370059967
729,638.053955078125,222.40333557128906,0.9999662637710571,685.98486328125,237.7455596923828,0.9999665021896362,685.1652221679688,200.55062866210938,0.9999634027481079,767.5731201171875,188.4810333251953,0.9992862343788147,831.3322143554688,137.01800537109375,0.9998716115951538
730,628.7568359375,222.01901245117188,0.9999909400939941,673.0482177734375,237.94329833984375,0.9999862909317017,672.98486328125,200.55062866210938,0.9999876022338867,754.1663208007812,192.45523071289062,0.9999845027923584,810.7313842773438,142.0731201171875,0.9999116659164429
731,617.371337890625,221.17727661132812,0.9999707937240601,663.1939697265625,237.94329833984375,0.9999889135360718,661.6702880859375,200.3849639892578,0.999995231628418,746.9907836914062,193.30300903320312,0.9999206066131592,806.2142944335938,145.35023498535156,0.9999915361404419
732,609.1820068359375,220.63279724121094,0.9999934434890747,657.4553833007812,237.7455596923828,0.9999887943267822,656.7631225585938,198.35498046875,0.9999960660934448,737.9230346679688,194.31385803222656,0.9999828338623047,805.2349853515625,152.3538055419922,0.9999690055847168
733,604.2117919921875,219.69305419921875,0.9999700784683228,655.0408325195312,236.90069580078125,0.9999868869781494,653.1546020507812,196.70062255859375,0.9999967813491821,735.1140747070312,197.23464965820312,0.9999196529388428,803.1019897460938,159.25042724609375,0.999940037727356
734,604.210693359375,219.69305419921875,0.9999700784683228,655.0366821289062,236.90069580078125,0.9999868869781494,653.138427734375,196.48397827148438,0.9999967813491821,735.1063842773438,197.30108642578125,0.9999194145202637,803.093017578125,159.2562713623047,0.999940037727356
735,599.3065185546875,219.69305419921875,0.9999841451644897,649.9093627929688,236.90069580078125,0.999948263168335,647.909912109375,196.48397827148438,0.9999969005584717,733.6073608398438,200.9766845703125,0.9998517036437988,802.2776489257812,166.6947784423828,0.9999959468841553
736,592.1177978515625,221.1326904296875,0.9999896287918091,644.2277221679688,237.71304321289062,0.9999934434890747,642.126953125,196.70062255859375,0.9999988079071045,723.6536254882812,200.98085021972656,0.9999433755874634,796.4310302734375,169.7990264892578,0.9999009370803833
737,578.930419921875,229.79212951660156,0.9999984502792358,632.4076538085938,243.4748992919922,0.9999868869781494,626.3523559570312,203.14364624023438,0.9999943971633911,714.0742797851562,202.745361328125,0.9997572302818298,781.6537475585938,174.53994750976562,0.9999338388442993
738,576.046142578125,229.79212951660156,0.9999964237213135,627.44677734375,244.72743225097656,0.9999974966049194,625.7526245117188,203.14364624023438,0.9999942779541016,707.4324951171875,203.05209350585938,0.9998564720153809,778.2504272460938,175.71624755859375,0.9999746084213257
739,573.6072387695312,229.79212951660156,0.9999932050704956,626.7588500976562,244.72743225097656,0.9999955892562866,625.519775390625,203.14364624023438,0.9999909400939941,705.0677490234375,203.2301025390625,0.9998718500137329,774.0369873046875,175.71624755859375,0.9999922513961792
740,573.5810546875,229.73992919921875,0.999993085861206,626.7586669921875,244.72743225097656,0.9999955892562866,625.5152587890625,203.1363525390625,0.9999908208847046,705.05859375,203.2301025390625,0.9998713731765747,774.0326538085938,177.12948608398438,0.9999922513961792
741,573.1138305664062,226.39337158203125,0.9999966621398926,624.8935546875,242.1465301513672,0.9999958276748657,624.7708740234375,201.30738830566406,0.9999778270721436,700.0462646484375,203.2301025390625,0.9996845722198486,766.46484375,177.15330505371094,0.9998502731323242
742,572.129150390625,216.9143829345703,0.9999855756759644,623.2486572265625,238.9385528564453,0.9999881982803345,624.4807739257812,196.28427124023438,0.9999985694885254,697.839111328125,202.4043731689453,0.9997982382774353,766.3329467773438,177.15330505371094,0.9999819993972778
743,570.1755981445312,208.04547119140625,0.9999945163726807,621.1607666015625,233.0461883544922,0.9999756813049316,623.0245361328125,192.234375,0.999996542930603,697.3211059570312,202.33224487304688,0.9998098015785217,764.8417358398438,182.9038543701172,0.9999781847000122
744,566.7379760742188,201.18601989746094,0.9999867677688599,612.9794311523438,230.7309112548828,0.999997615814209,621.9420166015625,191.7405242919922,0.99998939037323,694.0653076171875,202.05947875976562,0.9998144507408142,764.0025024414062,185.50244140625,0.9999233484268188
745,559.9381103515625,196.5814666748047,0.9999978542327881,603.2181396484375,227.46910095214844,0.999993085861206,612.4014892578125,188.10110473632812,0.9999936819076538,686.1484375,201.9884490966797,0.9993473887443542,761.0570678710938,185.50244140625,0.9999204874038696
746,553.5816040039062,193.64332580566406,0.999994158744812,596.9739379882812,222.72760009765625,0.9999918937683105,608.3616943359375,183.2665252685547,0.9999940395355225,683.7335815429688,201.22689819335938,0.9998451471328735,755.8951416015625,185.50244140625,0.9999909400939941
747,551.4644775390625,191.22903442382812,0.9999924898147583,594.415283203125,221.28224182128906,0.9999973773956299,604.4546508789062,180.62069702148438,0.9999959468841553,675.2051391601562,199.6918487548828,0.9999516010284424,750.2545166015625,185.0983428955078,0.9999685287475586
748,548.8395385742188,187.5821075439453,0.9999961853027344,592.6099853515625,219.2799530029297,0.9999910593032837,604.36669921875,178.27157592773438,0.9999954700469971,673.4059448242188,198.0748748779297,0.9999936819076538,750.1187744140625,185.0983428955078,0.999983549118042
749,547.885498046875,185.97572326660156,0.9999959468841553,591.4092407226562,219.0899658203125,0.9999790191650391,602.5552978515625,176.27699279785156,0.9999885559082031,670.6206665039062,197.74569702148438,0.9999676942825317,747.3994140625,185.0983428955078,0.9999685287475586
750,547.5234375,181.72227478027344,0.9999991655349731,590.0172729492188,216.23960876464844,0.9999794960021973,602.4555053710938,173.68405151367188,0.9999630451202393,669.9481201171875,196.91502380371094,0.9999743700027466,745.6707153320312,186.2971954345703,0.9999078512191772
751,544.535400390625,178.94512939453125,0.9999984502792358,587.9000244140625,214.03427124023438,0.999988317489624,597.612060546875,170.94325256347656,0.9999959468841553,668.000244140625,196.85830688476562,0.9998539686203003,745.5775146484375,188.74935913085938,0.9999481439590454
752,537.0538330078125,175.09463500976562,0.9999842643737793,578.6165771484375,210.65794372558594,0.999997615814209,590.76220703125,170.60678100585938,0.9999607801437378,663.3193969726562,196.0569610595703,0.9999836683273315,741.2974243164062,190.19654846191406,0.9999932050704956
753,529.2606811523438,171.48843383789062,0.999995231628418,570.9728393554688,208.3602752685547,0.9999828338623047,582.1724853515625,166.68043518066406,0.9999985694885254,659.0792236328125,195.8651123046875,0.9999887943267822,738.5927734375,192.31100463867188,0.9999896287918091
754,519.347900390625,168.02938842773438,0.9999922513961792,560.9724731445312,202.69631958007812,0.9999805688858032,574.0439453125,163.0995330810547,0.9999953508377075,647.317626953125,195.8651123046875,0.9999462366104126,729.1385498046875,193.06785583496094,0.9999864101409912
755,506.7197570800781,166.14923095703125,0.9999961853027344,545.791015625,199.1797637939453,0.999997615814209,559.7720947265625,161.0981903076172,0.9999872446060181,636.0286865234375,192.7722930908203,0.9990068078041077,718.9910888671875,195.94126892089844,0.9999966621398926
756,506.7169189453125,165.7996368408203,0.9999961853027344,545.7845458984375,199.17483520507812,0.999997615814209,559.190673828125,160.56661987304688,0.9999873638153076,635.948974609375,192.75634765625,0.9990236759185791,718.9848022460938,195.94241333007812,0.9999966621398926
757,493.765869140625,165.7950439453125,0.9999960660934448,535.7450561523438,198.0911407470703,0.9999959468841553,546.9193725585938,160.1266326904297,0.999996542930603,624.9813232421875,191.3506317138672,0.9994767308235168,704.3649291992188,195.94241333007812,0.9999963045120239
758,482.4989929199219,165.6923065185547,0.9999991655349731,523.787109375,197.98707580566406,0.9999957084655762,534.14306640625,159.03428649902344,0.9999921321868896,609.5308837890625,190.31414794921875,0.9998067021369934,689.8599243164062,195.94241333007812,0.9999971389770508
759,469.4015197753906,164.55113220214844,0.9999992847442627,510.3500061035156,196.35174560546875,0.9999957084655762,523.5446166992188,157.37075805664062,0.9999655485153198,599.53076171875,185.42034912109375,0.999702513217926,678.1707153320312,194.50247192382812,0.9999977350234985
760,460.5538330078125,160.31561279296875,0.999995231628418,501.2470397949219,193.83230590820312,0.9999966621398926,514.5353393554688,153.9635009765625,0.9999943971633911,586.6965942382812,184.2557830810547,0.9999239444732666,667.1578369140625,186.2783966064453,0.9999617338180542
761,455.4550476074219,152.70846557617188,0.9999877214431763,497.7427978515625,189.64471435546875,0.9999918937683105,510.14190673828125,149.893310546875,0.9999926090240479,578.3817749023438,179.83824157714844,0.999993085861206,657.3738403320312,178.8106689453125,0.9999974966049194
762,451.4884033203125,146.41671752929688,0.9999996423721313,493.33721923828125,184.61068725585938,0.9999836683273315,509.5611572265625,145.6650848388672,0.9999933242797852,577.6356201171875,176.8674774169922,0.9999669790267944,657.3488159179688,176.8588409423828,0.9999819993972778
763,447.8258972167969,136.9863739013672,0.9999884366989136,486.1954650878906,178.69032287597656,0.9999948740005493,504.6544494628906,140.01840209960938,0.999984622001648,576.5416259765625,175.49920654296875,0.9998672008514404,653.6354370117188,176.8588409423828,0.9999462366104126
764,439.943359375,130.42538452148438,0.9999979734420776,478.5911865234375,173.90911865234375,0.9999784231185913,496.0166015625,137.23074340820312,0.9999792575836182,575.5289916992188,174.57594299316406,0.9992499947547913,650.0634155273438,176.8588409423828,0.9999682903289795
765,432.78387451171875,129.7646026611328,0.9999879598617554,471.94024658203125,168.6591033935547,0.9999330043792725,487.70697021484375,132.19813537597656,0.999997615814209,563.2552490234375,170.1396026611328,0.9996986389160156,646.4910278320312,177.0545654296875,0.9999678134918213
766,422.1071472167969,129.7646026611328,0.9999961853027344,462.41851806640625,165.39913940429688,0.999994158744812,479.8699645996094,131.43826293945312,0.9999957084655762,555.3718872070312,167.08230590820312,0.9997653365135193,638.5120239257812,177.82354736328125,0.999653697013855
767,412.8113708496094,129.7646026611328,0.9999978542327881,453.4615173339844,165.39913940429688,0.9999982118606567,468.2126159667969,131.43826293945312,0.9999988079071045,546.8624267578125,166.9402618408203,0.9999480247497559,625.5479736328125,179.197998046875,0.9982694387435913
768,406.1661071777344,134.75054931640625,0.999997615814209,444.3114013671875,165.39913940429688,0.999996542930603,454.8336486816406,131.43826293945312,0.9999966621398926,545.757568359375,166.460693359375,0.9994257688522339,619.554931640625,179.39239501953125,0.9999709129333496
769,401.6739501953125,146.73655700683594,0.9999994039535522,443.36572265625,170.34385681152344,0.9999465942382812,448.92071533203125,132.7307891845703,0.9999971389770508,531.7645263671875,165.404296875,0.9998792409896851,616.6862182617188,179.39239501953125,0.999997615814209
770,398.82843017578125,155.0633087158203,0.999974250793457,440.79180908203125,174.12144470214844,0.9999810457229614,444.1081237792969,136.5360107421875,0.9999552965164185,531.5115966796875,164.88568115234375,0.9998829364776611,614.692626953125,179.03860473632812,0.9999954700469971
771,392.17620849609375,161.53111267089844,0.9999949932098389,438.7315979003906,176.986328125,0.9999914169311523,438.3955383300781,140.2532196044922,0.9999903440475464,528.405517578125,164.71693420410156,0.999277651309967,606.459228515625,179.03860473632812,0.9999929666519165
772,383.6758728027344,168.10133361816406,0.999994158744812,432.9765625,181.59815979003906,0.9999926090240479,430.3653564453125,143.7742919921875,0.9999881982803345,514.0410766601562,163.18162536621094,0.999901533126831,599.1326904296875,174.74754333496094,0.9999812841415405
773,371.1958312988281,171.6775665283203,0.999996542930603,421.67108154296875,186.4497833251953,0.9999899864196777,418.7008972167969,145.85731506347656,0.9999969005584717,503.6247253417969,162.05673217773438,0.999768078327179,586.2591552734375,166.41030883789062,0.9999953508377075
774,360.00604248046875,171.6775665283203,0.99996018409729,408.3562927246094,186.62197875976562,0.999977707862854,408.1409606933594,145.85731506347656,0.9999959468841553,489.83880615234375,160.36846923828125,0.9997367262840271,567.1215209960938,160.2114715576172,0.9999711513519287
775,346.08660888671875,171.6775665283203,0.9999691247940063,395.7874755859375,186.6226806640625,0.9999357461929321,393.81597900390625,145.85731506347656,0.9999926090240479,477.5512390136719,159.15203857421875,0.9999046325683594,554.6824951171875,153.37901306152344,0.9999703168869019
776,334.9002990722656,170.1302032470703,0.9999692440032959,386.62939453125,186.6226806640625,0.9999791383743286,385.5556640625,145.19322204589844,0.9999969005584717,468.41644287109375,157.5826873779297,0.9998593330383301,544.1780395507812,148.2832489013672,0.9999862909317017
777,334.89947509765625,170.1249237060547,0.9999692440032959,386.6279602050781,186.62197875976562,0.9999791383743286,385.552001953125,145.19320678710938,0.9999969005584717,468.408203125,157.5814666748047,0.9998600482940674,544.1769409179688,148.2824249267578,0.9999861717224121
778,330.7887878417969,167.61166381835938,0.9999953508377075,384.2519836425781,183.69073486328125,0.9999765157699585,382.4883117675781,143.6201629638672,0.99998939037323,463.3648986816406,156.33154296875,0.9995014667510986,539.6780395507812,146.8546142578125,0.9999768733978271
779,327.7158203125,167.4998779296875,0.9999895095825195,382.59271240234375,183.04273986816406,0.999976396560669,378.8586120605469,142.3934326171875,0.9999760389328003,461.6750183105469,156.33154296875,0.9986070990562439,538.5855712890625,146.8546142578125,0.9999854564666748
780,320.47607421875,165.31631469726562,0.9999988079071045,373.0220947265625,182.53042602539062,0.9999945163726807,369.00860595703125,142.0216522216797,0.9999805688858032,454.6106872558594,156.33154296875,0.9981516003608704,535.8851928710938,146.8546142578125,0.9999902248382568
781,309.4286804199219,165.31631469726562,0.9999992847442627,364.810791015625,181.4454803466797,0.9999905824661255,362.0365905761719,142.0216522216797,0.9999316930770874,450.1268615722656,157.51182556152344,0.9931027889251709,533.376953125,147.77572631835938,0.9999929666519165
782,298.52978515625,165.01890563964844,0.9999988079071045,348.68255615234375,181.4454803466797,0.9999915361404419,346.890380859375,142.3934326171875,0.9999090433120728,433.47747802734375,158.17611694335938,0.988055944442749,520.41943359375,147.94773864746094,0.9999799728393555
783,288.1690368652344,165.31631469726562,0.9999983310699463,338.0636901855469,181.4454803466797,0.9999943971633911,338.41400146484375,144.00184631347656,0.9999847412109375,417.16943359375,159.71438598632812,0.9995356798171997,510.52899169921875,149.80545043945312,0.9999963045120239
784,278.5408630371094,165.75843811035156,0.9999988079071045,323.2341613769531,182.00210571289062,0.9999948740005493,323.92449951171875,144.6154327392578,0.9999957084655762,405.9000244140625,160.35928344726562,0.9999191761016846,500.2862243652344,156.24098205566406,0.9999949932098389
785,269.4145812988281,165.75843811035156,0.9999964237213135,315.3479919433594,182.29690551757812,0.9999847412109375,315.42303466796875,145.27928161621094,0.9999973773956299,403.9932861328125,161.36647033691406,0.9869101643562317,489.1533203125,159.5877227783203,0.9999830722808838
786,258.93853759765625,164.6190948486328,0.9999985694885254,303.89013671875,182.29690551757812,0.999981164932251,302.5320739746094,145.27928161621094,0.9999924898147583,392.794189453125,162.44622802734375,0.9992101192474365,476.5937194824219,161.4091339111328,0.9999808073043823
787,247.70126342773438,164.5943603515625,0.9999966621398926,291.8049621582031,182.29690551757812,0.9999958276748657,295.9905700683594,145.27928161621094,0.9999884366989136,383.2909851074219,162.8959197998047,0.9846377968788147,468.90533447265625,162.88516235351562,0.9999985694885254
788,236.42991638183594,159.73431396484375,0.9999899864196777,282.22772216796875,180.3539581298828,0.9999887943267822,287.1497497558594,143.83457946777344,0.9999715089797974,379.0755310058594,162.8959197998047,0.9997444748878479,457.9252014160156,162.88516235351562,0.9999957084655762
789,227.03475952148438,154.28427124023438,0.9999973773956299,270.9119873046875,178.63685607910156,0.9999929666519165,277.8261413574219,141.9057159423828,0.9999892711639404,368.8271179199219,162.8959197998047,0.9998149275779724,447.5111999511719,162.88516235351562,0.9999983310699463
790,216.09864807128906,151.5150146484375,0.9999876022338867,259.8964538574219,175.00738525390625,0.9999954700469971,265.9275207519531,136.91868591308594,0.9999414682388306,358.11407470703125,160.9573516845703,0.9955397248268127,437.71044921875,162.61692810058594,0.9999951124191284
791,206.05540466308594,148.89773559570312,0.9999961853027344,254.32879638671875,174.24227905273438,0.9999780654907227,256.8387145996094,135.19320678710938,0.999997615814209,346.9393615722656,158.27000427246094,0.9964140057563782,427.1592102050781,160.7382354736328,0.999907374382019
792,194.75885009765625,146.7766876220703,0.9999995231628418,244.43963623046875,172.73654174804688,0.9999955892562866,245.71286010742188,132.689697265625,0.9999986886978149,332.2519226074219,156.4375457763672,0.9988147020339966,415.66546630859375,157.98809814453125,0.9979928731918335
793,194.7581787109375,146.7766876220703,0.9999995231628418,244.4392547607422,172.73590087890625,0.9999955892562866,245.71261596679688,132.689697265625,0.9999986886978149,332.2475280761719,156.4352264404297,0.9988133907318115,415.665283203125,157.98809814453125,0.9979918003082275
794,182.9384307861328,146.7766876220703,0.9999986886978149,232.65396118164062,172.6289520263672,0.9999799728393555,234.9651336669922,132.689697265625,0.9999946355819702,323.2826232910156,155.88404846191406,0.9986577033996582,405.8642272949219,157.98731994628906,0.9999697208404541
795,172.93284606933594,150.94020080566406,0.9999958276748657,224.65084838867188,172.6289520263672,0.9999828338623047,224.82322692871094,132.81993103027344,0.9999966621398926,308.14715576171875,155.27069091796875,0.9997259974479675,395.0205383300781,156.5957489013672,0.9999481439590454
796,167.88853454589844,152.99212646484375,0.9999880790710449,224.64654541015625,172.6289520263672,0.9999287128448486,219.41539001464844,133.2530517578125,0.9999920129776001,304.46087646484375,155.23712158203125,0.9994640946388245,388.8004455566406,155.52915954589844,0.9999642372131348
797,167.88853454589844,164.16671752929688,0.9999984502792358,224.64654541015625,177.09820556640625,0.9999792575836182,219.41539001464844,137.32455444335938,0.9999465942382812,304.46087646484375,155.27069091796875,0.9978251457214355,388.8004455566406,154.4087677001953,0.9999209642410278
798,167.88853454589844,164.17633056640625,0.9999984502792358,224.65084838867188,177.11761474609375,0.9999784231185913,219.41539001464844,137.3409423828125,0.9999479055404663,304.46087646484375,155.3356170654297,0.9978850483894348,388.8004455566406,154.38449096679688,0.9999221563339233
799,173.95762634277344,165.40121459960938,0.9999951124191284,227.8428955078125,178.99069213867188,0.999994158744812,221.05206298828125,140.38670349121094,0.999916672706604,305.3965148925781,155.27069091796875,0.9975603818893433,388.18426513671875,154.08587646484375,0.9999632835388184
800,179.19041442871094,169.96624755859375,0.9999949932098389,233.79737854003906,180.8463134765625,0.9999912977218628,224.60589599609375,142.0641632080078,0.999975323677063,312.2356262207031,155.23712158203125,0.9997043013572693,388.1705017089844,148.546875,0.9999978542327881
801,185.2185821533203,173.09278869628906,0.9999538660049438,237.35415649414062,180.8463134765625,0.9999462366104126,228.97930908203125,142.0641632080078,0.999985933303833,314.16961669921875,153.1716766357422,0.9997923970222473,388.2768859863281,144.07774353027344,0.9999886751174927
802,188.16392517089844,173.09278869628906,0.9999891519546509,242.2503662109375,180.8463134765625,0.9999779462814331,229.08482360839844,142.0641632080078,0.999991774559021,314.16961669921875,150.12059020996094,0.9998764991760254,386.55938720703125,138.05157470703125,0.9999876022338867
803,190.71392822265625,173.09278869628906,0.9999544620513916,245.2877960205078,180.56117248535156,0.999985933303833,231.8711700439453,140.3074951171875,0.9999756813049316,312.632568359375,146.31517028808594,0.9998602867126465,386.55938720703125,136.03106689453125,0.9999938011169434
804,190.71392822265625,172.66983032226562,0.999964714050293,245.2877960205078,180.00428771972656,0.9999921321868896,231.8711700439453,138.50584411621094,0.9999797344207764,314.16961669921875,144.83778381347656,0.9998942613601685,386.55938720703125,136.03106689453125,0.9999986886978149
805,190.71392822265625,172.66983032226562,0.9998846054077148,245.2877960205078,180.00428771972656,0.9999634027481079,231.8711700439453,138.50584411621094,0.9999697208404541,312.632568359375,144.83778381347656,0.9998530149459839,387.43341064453125,136.03106689453125,0.9999967813491821
806,190.5919647216797,172.66983032226562,0.9998592138290405,241.01739501953125,180.00428771972656,0.9999794960021973,231.05142211914062,138.50584411621094,0.9999874830245972,312.5886535644531,144.83778381347656,0.999796450138092,386.55938720703125,136.67347717285156,0.9999861717224121
807,185.52590942382812,178.71585083007812,0.999995231628418,240.54501342773438,181.44467163085938,0.9999591112136841,227.5843048095703,142.9206085205078,0.9999834299087524,312.632568359375,145.13351440429688,0.9999834299087524,385.85467529296875,139.75277709960938,0.9999735355377197
808,182.53115844726562,182.5712127685547,0.9999947547912598,238.89524841308594,185.19918823242188,0.9999196529388428,223.16873168945312,146.30677795410156,0.9999781847000122,312.5886535644531,148.1324462890625,0.999966025352478,385.7864685058594,139.75277709960938,0.9999892711639404
809,177.70367431640625,185.997802734375,0.9999675750732422,234.9645233154297,186.52134704589844,0.9991424083709717,216.28269958496094,150.5292205810547,0.9999648332595825,310.6547546386719,148.1324462890625,0.9997820258140564,385.828125,138.85379028320312,0.9962278604507446
810,175.4844207763672,186.18447875976562,0.9999747276306152,232.21963500976562,187.495361328125,0.9998937845230103,215.85585021972656,151.52438354492188,0.9999760389328003,308.79248046875,146.60635375976562,0.9999517202377319,385.7864685058594,138.85379028320312,0.9999769926071167
811,174.37022399902344,187.16851806640625,0.9999523162841797,225.35604858398438,188.39401245117188,0.9999525547027588,214.23509216308594,152.78231811523438,0.9999827146530151,308.79248046875,146.60635375976562,0.9997789263725281,385.6858215332031,139.3336639404297,0.9999761581420898
812,174.2328338623047,187.73348999023438,0.9999358654022217,221.63568115234375,189.36390686035156,0.9999496936798096,206.95220947265625,155.5247344970703,0.9999388456344604,308.79248046875,149.30332946777344,0.9997661709785461,383.4520568847656,139.3336639404297,0.9999630451202393
